"line","frequency","term_1","term_2","term_2","prediction"
"64795",36,"everi","week","becau","i"
"64798",24,"everi","weekend","pace","yourself"
"64800",41,"everi","woman","which","i"
"64801",43,"everi","year","and","after"
"64804",28,"everi","year","i","dont"
"64808",25,"everpoet","villanueva","beauti","captur"
"64809",35,"everybodi","at","central","i"
"64813",21,"everybodi","el","in","the"
"64815",69,"everybodi","go","night","night"
"64817",34,"everybodi","laugh","out","loud"
"64827",30,"everybodi","hope","for","anoth"
"64830",37,"everydai","could","be","like"
"64831",47,"everydai","doe","exten","chariti"
"64836",29,"everydai","we","ar","bombard"
"64838",29,"everyon","all","talk","no"
"64839",31,"everyon","and","celebr","the"
"64841",59,"everyon","be","safe","and"
"64846",34,"everyon","el","ha","on"
"64848",52,"everyon","el","i","post"
"64849",33,"everyon","el","i","struggl"
"64850",41,"everyon","el","seem","so"
"64852",36,"everyon","el","thi","time"
"64856",48,"everyon","follow","him","best"
"64857",71,"everyon","for","an","amaz"
"64858",42,"everyon","for","the","wait"
"64859",55,"everyon","get","those","spam"
"64866",33,"everyon","have","a","great"
"64868",31,"everyon","i","know","goe"
"64870",54,"everyon","im","hack","so"
"64871",35,"everyon","in","a","good"
"64872",57,"everyon","in","english","class"
"64874",27,"everyon","in","the","british"
"64875",32,"everyon","in","the","end"
"64876",31,"everyon","in","the","world"
"64877",44,"everyon","in","wi","i"
"64881",28,"everyon","i","enjoi","a"
"64892",32,"everyon","left","citi","hall"
"64895",61,"everyon","not","at","the"
"64896",29,"everyon","of","you","all"
"64897",30,"everyon","on","2p2","make"
"64899",42,"everyon","plea","stai","safe"
"64900",31,"everyon","sai","i","a"
"64903",33,"everyon","start","wear","googl"
"64905",31,"everyon","that","carbon","dioxid"
"64906",26,"everyon","that","dickwad","the"
"64912",22,"everyon","who","die","can"
"64915",43,"everyon","who","ha","left"
"64916",27,"everyon","who","ha","pitch"
"64917",22,"everyon","who","i","now"
"64922",33,"everyon","and","i","need"
"64923",22,"everyon","includ","hi","mom"
"64925",33,"everyon","last","night","the"
"64926",27,"everyon","make","sure","to"
"64929",40,"everyth","and","start","from"
"64931",30,"everyth","bagel","with","jalapeno"
"64934",34,"everyth","el","die","befor"
"64942",22,"everyth","goe","well","otherwi"
"64943",25,"everyth","gonna","be","alright"
"64946",27,"everyth","he","got","and"
"64947",36,"everyth","he","had","nakatani"
"64950",35,"everyth","i","could","get"
"64951",50,"everyth","i","need","3"
"64952",92,"everyth","i","need","to"
"64954",24,"everyth","includ","in","the"
"64955",52,"everyth","i","a","pyramid"
"64956",33,"everyth","i","beauti","and"
"64958",21,"everyth","i","lighter","in"
"64963",54,"everyth","look","like","a"
"64966",70,"everyth","off","my","list"
"64967",23,"everyth","ok","in","back"
"64970",30,"everyth","on","our","blog"
"64971",46,"everyth","preap","next","year"
"64975",39,"everyth","that","us","to"
"64978",27,"everyth","thei","sai","or"
"64981",20,"everyth","up","all","yearchristma"
"64982",39,"everyth","up","and","the"
"64983",23,"everyth","wa","complet","normal"
"64984",27,"everyth","you","need","to"
"64986",35,"everyth","in","hockei","in"
"64987",21,"everyth","mani","snack","do"
"64990",37,"everytim","you","sai","shit"
"64995",29,"evict","over","a","foreclosur"
"64996",27,"evid","a","lot","of"
"64997",41,"evid","against","the","pair"
"65002",33,"evid","dure","an","inten"
"65003",33,"evid","for","juror","to"
"65009",48,"evid","of","a","somewhat"
"65010",37,"evid","of","our","ey"
"65013",31,"evid","she","knew","but"
"65016",35,"evid","that","link","food"
"65018",23,"evid","that","there","ar"
"65020",63,"evid","to","have","doubt"
"65022",31,"evid","and","such","testimoni"
"65026",24,"evil","4","appar","not"
"65027",24,"evil","5","feel","a"
"65030",23,"evil","guilti","pleasur","usual"
"65032",23,"evil","in","case","he"
"65033",25,"evil","of","marmit","but"
"65035",39,"evil","or","ungod","men"
"65036",23,"evil","princ","shelv","it"
"65038",23,"evil","to","some","on"
"65039",24,"evinta","rid","itself","of"
"65040",50,"evok","an","endless","tantrum"
"65041",25,"evok","three","differ","romant"
"65044",29,"evolv","into","malt","liquor"
"65047",39,"evolv","slowli","and","uncomfort"
"65055",55,"ew","or","karl","malon"
"65058",49,"excia","agent","tape","all"
"65060",36,"expartn","it","could","mean"
"65061",65,"exspeechwrit","rt","who","wrote"
"65065",23,"exacerb","by","the","panel"
"65069",27,"exact","book","and","flip"
"65074",26,"exact","locat","on","system"
"65076",46,"exact","look","up","for"
"65084",28,"exact","time","you","were"
"65085",33,"exact","what","arrang","were"
"65086",28,"exact","what","happen","in"
"65087",31,"exact","what","he","want"
"65088",27,"exact","what","thei","seem"
"65089",27,"exact","what","you","have"
"65092",36,"exact","word","isnt","relev"
"65094",26,"exactli","near","to","the"
"65098",33,"exagger","he","appar","fake"
"65109",44,"exam","most","have","phone"
"65112",34,"examin","made","her","shrink"
"65113",28,"examin","offic","said","a"
"65114",34,"examin","said","careless","drop"
"65116",38,"examin","the","micro","and"
"65119",37,"exampl","from","person","experi"
"65121",37,"exampl","happen","to","be"
"65124",26,"exampl","includ","attempt","to"
"65125",32,"exampl","i","the","california"
"65126",36,"exampl","of","a","new"
"65131",45,"exampl","of","jesus","own"
"65135",23,"exampl","of","what","near"
"65140",26,"exampl","in","the","on"
"65142",24,"exampl","the","u","prevent"
"65144",25,"exam","booster","shot","dental"
"65149",32,"exce","my","expect","in"
"65152",30,"excel","at","sing","danc"
"65153",24,"excel","becau","failur","i"
"65155",25,"excel","by","the","state"
"65156",39,"excel","custom","servic","give"
"65158",43,"excel","introduct","which","describ"
"65161",26,"excel","talk","on","relationship"
"65163",22,"excel","to","see","some"
"65167",51,"excel","job","step","up"
"65168",53,"excel","sound","like","it"
"65174",34,"except","for","random","occa"
"65175",32,"except","for","record","next"
"65178",31,"except","for","the","remain"
"65182",30,"except","joshua","joshua","i"
"65185",26,"except","of","be","close"
"65186",27,"except","of","the","quirki"
"65189",28,"except","staten","island","to"
"65191",22,"except","that","he","doe"
"65192",24,"except","that","i","am"
"65193",21,"except","that","i","had"
"65196",33,"except","that","mister","roger"
"65198",29,"except","that","simpli","not"
"65199",34,"except","that","there","no"
"65206",31,"except","voic","too","what"
"65207",20,"except","when","it","plai"
"65208",39,"except","when","she","actual"
"65209",42,"except","adverti","peopl","ar"
"65210",57,"except","don","t","tell"
"65213",24,"except","with","a","21"
"65215",40,"excerpt","from","an","articl"
"65216",30,"excerpt","i","hope","you"
"65217",31,"excerpt","of","which","ar"
"65220",43,"excess","food","push","it"
"65223",42,"excess","land","wa","sold"
"65229",49,"exchang","barb","with","commiss"
"65230",22,"exchang","for","a","free"
"65233",34,"exchang","for","their","sobrieti"
"65234",39,"exchang","for","them","not"
"65237",29,"exchang","of","inform","and"
"65240",40,"exchang","per","serv","12"
"65244",38,"excit","about","it","too"
"65247",34,"excit","about","the","new"
"65248",37,"excit","about","these","thing"
"65253",20,"excit","and","shock","thi"
"65254",28,"excit","and","stress","then"
"65258",36,"excit","build","my","ey"
"65262",60,"excit","for","fantabuloso","holi"
"65266",50,"excit","for","sing","man"
"65268",37,"excit","he","jump","into"
"65270",33,"excit","i","wa","when"
"65272",35,"excit","littl","garden","helper"
"65274",36,"excit","my","math","teacher"
"65275",45,"excit","new","project","from"
"65276",24,"excit","opportun","ha","arisen"
"65279",20,"excit","she","had","been"
"65280",29,"excit","step","toward","make"
"65281",25,"excit","that","at","last"
"65285",29,"excit","to","be","do"
"65286",23,"excit","to","be","in"
"65288",36,"excit","to","final","graduat"
"65289",41,"excit","to","get","my"
"65295",31,"excit","to","hear","new"
"65296",23,"excit","to","sai","i"
"65298",53,"excit","to","see","the"
"65306",33,"excit","with","the","prospect"
"65309",21,"excit","about","the","next"
"65312",41,"excit","thing","ar","happen"
"65316",54,"excit","to","podcast","on"
"65321",31,"excit","run","competit","host"
"65322",37,"excit","that","ok","thi"
"65324",47,"excitedli","volunt","to","ride"
"65327",49,"excit","thank","for","ask"
"65331",37,"exclud","from","our","organ"
"65334",44,"exclu","essai","peart","the"
"65335",26,"exclu","merchandi","and","match"
"65337",33,"exclus","we","welcom","the"
"65339",29,"excur","will","be","for"
"65341",42,"excu","for","a","lot"
"65345",36,"excu","myself","from","our"
"65347",32,"excu","to","get","togeth"
"65349",22,"excu","to","parti","on"
"65350",34,"excu","to","pressur","and"
"65353",23,"execut","ann","stausbol","said"
"65360",33,"execut","director","for","etcm"
"65362",41,"execut","director","of","america"
"65364",37,"execut","director","of","the"
"65366",41,"execut","ed","goren","i"
"65367",43,"execut","editor","of","tenni"
"65370",42,"execut","have","pledg","to"
"65376",25,"execut","offic","lehman","hold"
"65377",36,"execut","pitch","real","well"
"65379",49,"execut","posit","creat","by"
"65380",27,"execut","pretti","much","support"
"65382",28,"execut","produc","by","alan"
"65385",27,"execut","said","we","have"
"65391",30,"exemplifi","a","sweet","spot"
"65393",30,"exempt","frack","from","feder"
"65397",41,"exerci","and","ic","my"
"65407",23,"exerci","over","ani","member"
"65411",31,"exerci","routin","we","of"
"65412",60,"exerci","take","me","far"
"65413",41,"exerci","that","i","had"
"65420",28,"exhaust","the","resourc","dwell"
"65424",46,"exhibit","4","500","photo"
"65432",34,"exhibit","game","to","come"
"65435",29,"exhibit","itself","while","it"
"65436",31,"exhibit","made","up","much"
"65437",39,"exhibit","of","train","plane"
"65439",29,"exhibit","seriou","power","pop"
"65442",29,"exhibit","will","more","than"
"65444",22,"exhilar","a","doubl","slide"
"65447",32,"exist","and","provid","even"
"65452",42,"exist","for","mani","reason"
"65453",31,"exist","how","much","ar"
"65455",43,"exist","in","a","relat"
"65457",20,"exist","lap","pool","and"
"65459",32,"exist","of","the","naaru"
"65461",40,"exist","piec","but","when"
"65463",32,"exist","spark","curio","a"
"65465",38,"exist","triangl","build","and"
"65470",28,"existenti","quandari","there","onli"
"65472",50,"exit","and","innov","netopen"
"65475",36,"exit","i","d","love"
"65477",36,"exit","resembl","more","of"
"65484",41,"expand","and","stand","tall"
"65491",30,"expand","the","ground","of"
"65493",34,"expand","their","product","capabl"
"65494",21,"expand","their","site","visibl"
"65495",24,"expan","3disc","ambientneoclass","experi"
"65496",42,"expan","around","the","world"
"65500",34,"expan","or","a","larger"
"65501",34,"expans","","he","said"
"65509",34,"expect","and","even","abov"
"65510",22,"expect","anyth","el","from"
"65511",23,"expect","anyth","in","return"
"65512",49,"expect","ar","just","too"
"65513",45,"expect","big","thing","to"
"65514",36,"expect","for","the","banana"
"65515",29,"expect","free","agenc","of"
"65516",42,"expect","from","64","year"
"65519",32,"expect","from","zoe","alongsid"
"65521",32,"expect","in","2011","befor"
"65523",36,"expect","it","","blackman"
"65526",30,"expect","much","from","a"
"65528",20,"expect","next","year","from"
"65529",27,"expect","of","175","000"
"65530",36,"expect","of","a","dropoff"
"65531",22,"expect","of","docil","and"
"65532",21,"expect","of","stare","i"
"65533",38,"expect","on","richardson","team"
"65534",38,"expect","on","of","these"
"65535",27,"expect","portland","might","be"
"65538",20,"expect","sale","to","come"
"65541",20,"expect","that","mutual","deci"
"65542",23,"expect","that","the","next"
"65548",31,"expect","thi","so","soon"
"65549",51,"expect","to","announc","a"
"65550",42,"expect","to","approach","3"
"65555",36,"expect","to","be","sleep"
"65559",26,"expect","to","contribut","immedi"
"65560",20,"expect","to","decid","whether"
"65563",34,"expect","to","get","hurt"
"65565",20,"expect","to","have","a"
"65566",20,"expect","to","have","to"
"65567",40,"expect","to","hear","an"
"65568",41,"expect","to","last","most"
"65569",30,"expect","to","make","up"
"65570",38,"expect","to","offset","the"
"65571",32,"expect","to","provid","a"
"65575",33,"expect","to","total","at"
"65576",28,"expect","when","we","sai"
"65578",57,"expect","yesterdai","longest","i"
"65579",29,"expect","you","to","be"
"65580",34,"expect","your","career","to"
"65582",27,"expect","also","i","would"
"65583",29,"expect","we","bui","product"
"65587",33,"expect","sure","but","will"
"65590",36,"expedit","thing","or","finish"
"65592",31,"expel","from","new","democraci"
"65593",39,"expen","and","full","of"
"65594",43,"expen","and","lengthi","especi"
"65596",44,"expen","but","in","the"
"65597",39,"expen","impact","fee","came"
"65600",36,"expen","spot","i","the"
"65601",30,"expen","than","i","thought"
"65604",39,"expen","to","replac","and"
"65613",30,"experi","and","spiritu","while"
"65617",31,"experi","did","crush","my"
"65618",39,"experi","excel","custom","servic"
"65620",32,"experi","for","all","of"
"65621",27,"experi","ha","been","replac"
"65622",30,"experi","i","ve","had"
"65624",36,"experi","in","get","grant"
"65626",30,"experi","into","wisdom","he"
"65628",23,"experi","it","someth","less"
"65630",36,"experi","left","a","last"
"65632",36,"experi","meant","that","the"
"65633",48,"experi","more","dismal","than"
"65641",26,"experi","right","awai","all"
"65642",35,"experi","share","by","bluecollar"
"65655",24,"experi","wa","my","introduct"
"65656",20,"experi","with","a","dom"
"65657",42,"experi","with","mover","long"
"65658",69,"experi","with","pai","with"
"65659",42,"experienc","a","drop","in"
"65661",42,"experienc","a","signif","increa"
"65664",34,"experienc","in","my","live"
"65665",20,"experienc","i","the","best"
"65667",23,"experienc","offici","for","later"
"65670",27,"experienc","the","opposit","effect"
"65671",22,"experienc","the","privileg","of"
"65675",23,"experi","ag","and","abil"
"65679",62,"experi","i","watch","all"
"65681",36,"experi","most","import","ar"
"65684",21,"experi","to","find","that"
"65687",39,"experienc","said","oliv","luck"
"65688",40,"experi","and","design","philosophi"
"65695",31,"experi","record","apart","from"
"65696",37,"experi","with","send","vocal"
"65698",28,"experi","includ","develop","stealth"
"65701",27,"expert","it","not","rocket"
"65704",32,"expert","on","the","light"
"65710",30,"experti","can","be","us"
"65713",42,"expir","at","the","end"
"65714",25,"expir","date","for","larg"
"65716",43,"expir","yesterdai","wa","price"
"65719",30,"explain","back","at","the"
"65724",41,"explain","her","deci","to"
"65728",34,"explain","my","love","and"
"65734",30,"explain","their","inconsist","fleischman"
"65739",41,"explain","when","you","minu"
"65743",27,"explan","he","told","the"
"65746",25,"explicit","what","ha","been"
"65747",25,"explitav","sp","humid","in"
"65750",36,"explod","sept","9","2010"
"65753",32,"explod","send","chunk","of"
"65755",29,"exploit","in","an","adverti"
"65759",21,"explor","manufactur","in","china"
"65761",24,"explor","new","possibl","it"
"65763",36,"explor","with","a","macro"
"65766",31,"explor","via","popular","song"
"65772",24,"explo","laid","out","across"
