"line","frequency","Term"
"8991",28,"equal"
"8993",29,"equal"
"8994",28,"equal"
"8995",153,"equat"
"8996",76,"equat"
"8999",173,"equip"
"9001",39,"equiti"
"9002",138,"equiv"
"9003",134,"era"
"9006",50,"eran"
"9007",76,"era"
"9008",39,"eras"
"9009",63,"eraserhead"
"9012",30,"erasur"
"9013",37,"erc"
"9015",58,"erect"
"9018",158,"eric"
"9022",71,"erika"
"9025",52,"erod"
"9027",23,"er"
"9028",96,"erron"
"9029",271,"error"
"9031",43,"error"
"9033",42,"eryx"
"9035",39,"escal"
"9036",140,"escap"
"9037",100,"escap"
"9038",33,"escap"
"9040",24,"eschew"
"9044",92,"esdc"
"9045",46,"esdc"
"9049",94,"eskisehirspor"
"9050",24,"esot"
"9051",33,"espaãa"
"9053",44,"esp"
"9054",942,"especi"
"9055",115,"especi"
"9058",49,"especi"
"9059",44,"esperanza"
"9060",110,"espn"
"9064",71,"essai"
"9065",24,"essai"
"9066",68,"essenc"
"9067",292,"essenti"
"9069",34,"essex"
"9071",25,"essoatl"
"9072",23,"esstman"
"9073",57,"est"
"9074",249,"establish"
"9076",35,"establish"
"9077",174,"estat"
"9078",81,"estat"
"9080",52,"esteem"
"9082",157,"estim"
"9084",23,"estim"
"9086",41,"estoi"
"9087",44,"estudiantina"
"9088",609,"etc"
"9090",33,"etcm"
"9092",24,"eter"
"9093",40,"etern"
"9094",24,"etern"
"9097",20,"etextbook"
"9098",31,"etf"
"9099",84,"ethan"
"9100",36,"ethanol"
"9101",130,"ethic"
"9102",49,"ethic"
"9104",25,"ethiopia"
"9106",51,"ethnographi"
"9108",38,"etsi"
"9110",30,"eu"
"9112",97,"euclid"
"9113",41,"euclidlyndhurst"
"9114",43,"eugen"
"9115",30,"eunic"
"9118",66,"euro"
"9119",286,"europ"
"9120",57,"europ"
"9122",127,"european"
"9124",24,"eurorscg"
"9125",90,"eurozon"
"9127",40,"eussr"
"9128",37,"evacu"
"9129",33,"evacu"
"9130",42,"evad"
"9131",128,"evalu"
"9133",70,"evan"
"9134",31,"evangel"
"9135",46,"evangelist"
"9138",31,"evapor"
"9139",20,"eva"
"9140",77,"ev"
"9141",97,"evelyn"
"9142",35,"evelyn"
"9143",5845,"even"
"9144",120,"even"
"9146",1623,"event"
"9147",59,"event"
"9148",516,"eventu"
"9149",28,"eventu"
"9150",75,"eventu"
"9151",3119,"ever"
"9154",45,"everbodi"
"9155",70,"everett"
"9156",34,"evergreen"
"9158",3079,"everi"
"9159",54,"everlast"
"9162",25,"everpoet"
"9163",20,"everr"
"9164",22,"every1"
"9165",241,"everybodi"
"9166",51,"everybodi"
"9168",263,"everydai"
"9169",1765,"everyon"
"9170",235,"everyon"
"9172",1101,"everyth"
"9173",160,"everyth"
"9175",39,"everytim"
"9176",52,"everywh"
"9178",29,"evict"
"9179",505,"evid"
"9180",59,"evid"
"9182",272,"evil"
"9183",24,"evinta"
"9184",89,"evok"
"9186",97,"evolv"
"9190",68,"ew"
"9192",49,"excia"
"9193",43,"exfootb"
"9194",36,"expartn"
"9195",36,"expartn"
"9196",65,"exspeechwrit"
"9198",23,"exacerb"
"9199",541,"exact"
"9201",92,"exactli"
"9202",34,"exagg"
"9203",33,"exagger"
"9206",106,"exam"
"9207",172,"examin"
"9208",357,"exampl"
"9209",64,"exampl"
"9210",25,"exam"
"9212",78,"exce"
"9213",283,"excel"
"9214",157,"excel"
"9216",631,"except"
"9217",136,"except"
"9219",101,"excerpt"
"9220",142,"excess"
"9221",280,"exchang"
"9222",29,"exchang"
"9223",1269,"excit"
"9224",195,"excit"
"9225",195,"excit"
"9226",47,"excitedli"
"9227",62,"excit"
"9228",108,"excit"
"9230",56,"exclud"
"9232",76,"exclu"
"9233",36,"exclus"
"9235",29,"excur"
"9236",222,"excu"
"9237",28,"excus"
"9239",597,"execut"
"9241",69,"execut"
"9242",30,"exemplifi"
"9243",49,"exempt"
"9244",41,"exempt"
"9245",272,"exerci"
"9246",24,"exercis"
"9250",32,"exhaust"
"9251",31,"exhaust"
"9252",352,"exhibit"
"9254",22,"exhilar"
"9255",437,"exist"
"9258",28,"existenti"
"9259",170,"exit"
"9261",32,"exodar"
"9264",39,"exorbit"
"9265",28,"exot"
"9267",167,"expand"
"9268",136,"expan"
"9269",48,"expans"
"9270",1578,"expect"
"9273",82,"expect"
"9274",105,"expect"
"9276",39,"expedit"
"9277",33,"expel"
"9278",340,"expen"
"9280",885,"experi"
"9281",299,"experienc"
"9282",366,"experi"
"9283",39,"experienc"
"9284",66,"experi"
"9285",76,"experi"
"9286",29,"experi"
"9287",58,"experinc"
"9288",119,"expert"
"9289",68,"experti"
"9291",119,"expir"
"9293",348,"explain"
"9294",20,"explain"
"9295",38,"explan"
"9296",49,"explan"
"9298",26,"explicit"
"9299",25,"explitav"
"9300",67,"explod"
"9302",37,"explod"
"9304",36,"exploit"
"9305",125,"explor"
"9306",49,"explor"
"9310",75,"explo"
"9312",98,"expo"
"9313",24,"exponenti"
"9314",25,"export"
"9316",190,"expo"
"9317",64,"exposur"
"9318",31,"exposur"
"9319",23,"expound"
"9320",525,"express"
"9322",26,"express"
"9324",23,"expressli"
"9325",30,"exquisit"
"9326",287,"extend"
"9328",217,"exten"
"9329",88,"extens"
"9331",114,"extent"
"9336",130,"extern"
"9339",535,"extra"
"9340",41,"extraba"
"9341",91,"extract"
"9342",20,"extran"
"9347",65,"extravag"
"9349",383,"extrem"
"9350",31,"extrem"
"9351",86,"extremist"
"9352",39,"extremist"
"9356",57,"exxon"
"9357",1217,"ey"
"9359",20,"eyeapp"
"9360",41,"eyeb"
"9362",40,"eyeball"
"9363",33,"eyebrow"
"9365",30,"eyelin"
"9366",32,"eyeopen"
"9367",251,"ey"
"9369",31,"ezra"
"9371",37,"faa"
"9372",33,"faa"
"9375",59,"fabl"
"9376",28,"fabl"
"9377",366,"fabric"
"9378",89,"fabul"
"9380",31,"facad"
"9381",29,"facbeook"
"9382",1527,"face"
"9383",626,"facebook"
"9385",27,"facedown"
"9387",64,"facepl"
"9388",25,"face"
"9389",24,"facet"
"9390",32,"facetiouskept"
"9391",44,"facial"
"9392",278,"facil"
"9393",37,"facilit"
"9394",118,"facil"
"9395",126,"facil"
"9396",1714,"fact"
"9399",158,"factor"
"9400",39,"factori"
"9401",20,"factor"
"9403",50,"fact"
"9405",67,"faculti"
"9406",25,"fade"
"9408",31,"fade"
"9409",90,"fag"
"9410",27,"fahrenheit"
"9411",479,"fail"
"9412",52,"fail"
"9414",241,"failur"
"9415",58,"failur"
"9416",30,"failur"
"9417",28,"faint"
"9419",637,"fair"
"9421",20,"fairbox"
"9423",20,"fairfield"
"9424",35,"fairground"
"9425",57,"fairi"
"9427",134,"fairmount"
"9428",28,"fairview"
"9430",675,"faith"
"9431",33,"faith"
"9433",286,"fake"
"9436",87,"faker"
"9437",31,"fake"
"9439",45,"falk"
"9440",1031,"fall"
"9441",119,"fallen"
"9444",72,"fall"
"9445",73,"fal"
"9446",25,"fals"
"9447",29,"falsetto"
"9449",100,"fam"
"9450",196,"fame"
"9451",1782,"famili"
"9453",179,"familiar"
"9455",98,"famili"
"9457",544,"famili"
"9458",39,"familystyl"
"9460",201,"famou"
"9462",1521,"fan"
"9465",43,"fanat"
"9466",148,"fanboi"
"9467",50,"fanci"
"9468",114,"fanci"
"9469",22,"fandom"
"9473",473,"fan"
"9474",151,"fantasi"
"9475",205,"fantast"
"9476",49,"fantast"
"9477",89,"fantasi"
"9480",1824,"far"
"9482",40,"fare"
"9486",40,"faria"
"9487",27,"farina"
"9488",238,"farm"
"9489",90,"farmer"
"9490",36,"farmers"
"9491",28,"farmington"
"9493",24,"farm"
"9495",29,"farooq"
"9497",20,"farro"
"9498",59,"fart"
"9499",209,"farther"
"9501",33,"fascin"
"9503",252,"fashion"
"9504",53,"fasho"
"9505",38,"fassett"
"9506",477,"fast"
"9509",37,"fastbal"
"9511",104,"faster"
"9513",29,"fastidi"
"9516",459,"fat"
"9517",104,"fatal"
"9519",67,"fate"
"9520",843,"father"
"9522",34,"fatherdaught"
"9525",40,"fatigu"
"9527",39,"faulkner"
"9528",76,"fault"
"9529",23,"fault"
"9530",33,"faulti"
"9532",35,"faux"
"9533",53,"fauzan"
"9534",73,"fav"
"9535",34,"favara"
"9536",47,"fave"
"9537",298,"favor"
"9538",1103,"favorit"
"9539",114,"favorit"
"9540",41,"favorit"
"9543",110,"favourit"
"9545",28,"favreau"
"9546",56,"fav"
"9552",34,"fbi"
"9553",47,"fbi"
"9554",35,"fbr"
"9555",95,"fcc"
"9556",23,"fcrc"
"9557",80,"fda"
"9558",36,"fdic"
"9559",580,"fear"
"9562",31,"fearless"
"9564",71,"feasibl"
"9565",42,"feast"
"9567",63,"feather"
"9568",45,"feather"
"9569",663,"featur"
"9570",96,"featur"
"9573",174,"feb"
"9574",213,"februari"
"9575",133,"februari"
"9576",35,"fec"
"9580",68,"fed"
"9581",629,"feder"
"9584",39,"fedorko"
"9585",284,"fee"
"9587",36,"feebl"
"9588",305,"feed"
"9589",237,"feedback"
"9591",4862,"feel"
"9593",155,"feel"
"9595",83,"feel"
"9596",104,"fee"
"9597",630,"feet"
"9598",28,"feig"
"9604",78,"feldenkrai"
"9605",36,"felder"
"9607",34,"felip"
"9609",658,"fell"
"9610",269,"fellow"
"9612",31,"fellow"
"9613",27,"fellowship"
"9614",69,"feloni"
"9615",1038,"felt"
"9616",78,"felton"
"9617",29,"fem"
"9619",218,"femal"
"9625",24,"femm"
"9626",76,"fenc"
"9629",67,"feng"
"9630",33,"fenton"
"9631",39,"fenwai"
"9633",36,"feral"
"9634",42,"fergi"
"9637",43,"ferment"
"9640",98,"ferrari"
"9641",42,"ferrel"
"9643",65,"ferretti"
"9646",82,"fertil"
"9647",35,"fertil"
"9648",101,"fest"
"9649",279,"festiv"
"9650",62,"festiv"
"9651",21,"festiv"
"9652",22,"festiv"
"9658",110,"fever"
"9660",2442,"few"
"9661",43,"fewer"
"9662",40,"fei"
"9664",27,"ffff"
"9668",36,"fianc"
"9670",66,"fiat"
"9671",42,"fibr"
"9674",49,"ficel"
"9676",183,"fiction"
"9677",37,"fiction"
"9679",32,"fidel"
"9680",1269,"field"
"9681",97,"fielder"
"9682",21,"fieldhous"
"9683",75,"fierc"
"9684",121,"fieri"
"9685",52,"fifteen"
"9686",363,"fifth"
"9687",39,"fifthlowest"
"9688",39,"fifti"
"9689",42,"fiftythr"
"9690",1276,"fight"
"9691",90,"fighter"
"9693",71,"fightin"
"9696",757,"figur"
"9697",72,"figur"
"9699",30,"figur"
"9700",27,"fikil"
"9701",605,"file"
"9702",23,"file"
"9704",30,"file"
"9706",830,"fill"
"9708",45,"fill"
"9711",34,"fill"
"9713",1544,"film"
"9715",21,"film"
"9716",80,"filmmak"
"9717",33,"filmmak"
"9718",98,"film"
"9719",37,"filoli"
"9720",56,"filter"
"9721",33,"filtersmain"
"9723",80,"filthi"
"9725",39,"fin"
"9726",2178,"final"
"9728",89,"finalist"
"9729",58,"final"
"9730",139,"final"
"9731",82,"final"
"9732",247,"financ"
"9735",527,"financ"
"9737",30,"financialmarket"
"9738",31,"finch"
"9739",3508,"find"
"9743",708,"fine"
"9744",60,"finetun"
"9747",32,"fineran"
"9748",53,"finest"
"9749",328,"finger"
"9751",1312,"finish"
"9752",34,"finish"
"9753",22,"finish"
"9754",48,"finish"
"9757",27,"finn"
"9758",52,"finna"
"9759",53,"finnish"
"9762",32,"fio"
"9763",24,"fiqur"
"9764",83,"fir"
"9765",1082,"fire"
"9769",81,"fire"
"9770",144,"firefight"
"9771",21,"firefight"
"9772",32,"firehook"
"9774",44,"firehousecustomz"
"9779",20,"firestar"
"9780",43,"fireston"
"9784",71,"firework"
"9785",56,"firework"
"9787",441,"firm"
"9788",6559,"first"
"9789",49,"firstplac"
"9790",44,"firsttim"
"9794",36,"firstdegr"
"9798",31,"firstquart"
"9799",99,"firstround"
"9800",59,"first"
"9803",221,"fiscal"
"9804",39,"fischel"
"9805",40,"fischer"
"9806",260,"fish"
"9807",144,"fisher"
"9809",42,"fisherman"
"9811",87,"fist"
"9812",36,"fist"
"9813",678,"fit"
"9814",20,"fitch"
"9815",37,"fitze"
"9816",66,"fitzgerald"
"9817",38,"fitzomet"
"9818",42,"fitzpatrick"
"9820",1612,"five"
"9821",26,"fiveyear"
"9825",27,"fiveyear"
"9826",535,"fix"
"9827",24,"fix"
"9828",36,"fixedincom"
"9829",36,"fixedpr"
"9830",80,"fixtur"
"9832",84,"fizzi"
"9834",136,"fla"
"9835",114,"flag"
"9837",43,"flag"
"9838",31,"flagship"
"9840",49,"flake"
"9841",157,"flame"
"9842",25,"flan"
"9844",115,"flannel"
"9845",65,"flap"
"9846",32,"flare"
"9847",150,"flash"
"9848",24,"flashback"
"9850",39,"flashi"
"9852",99,"flashlight"
"9854",129,"flat"
"9855",28,"flatout"
"9859",26,"flatscreen"
"9860",82,"flatt"
"9862",40,"flatter"
"9865",48,"flatwar"
"9866",20,"flaunt"
"9867",421,"flavor"
"9868",31,"flavour"
"9870",33,"flaw"
"9874",39,"flax"
"9877",51,"flee"
"9878",80,"fleet"
"9879",25,"fleetwood"
"9880",30,"fleischman"
"9881",23,"fleme"
"9882",100,"flesh"
"9885",72,"flew"
"9886",169,"flexibl"
"9887",281,"fli"
"9888",44,"flick"
"9889",42,"flicker"
"9891",38,"flickr"
"9892",21,"flier"
"9893",327,"flight"
"9894",50,"flight"
"9897",76,"fling"
"9898",187,"flip"
"9902",65,"flirt"
"9903",39,"flirtat"
"9906",49,"flo"
"9907",27,"float"
"9909",25,"flog"
"9912",359,"floor"
"9913",28,"floor"
"9914",22,"flop"
"9915",24,"floppi"
"9917",191,"floral"
"9918",38,"floralici"
"9919",81,"florenc"
"9922",455,"florida"
"9924",29,"floridaba"
"9925",21,"florinperkin"
"9926",32,"floss"
"9927",38,"flotilla"
"9928",40,"flounder"
"9929",40,"flounder"
"9930",145,"flour"
"9931",26,"flourish"
"9932",220,"flow"
"9933",273,"flower"
"9934",82,"flower"
"9935",23,"flowi"
"9937",24,"floyd"
"9938",28,"flu"
"9941",29,"fluf"
"9942",59,"fluid"
"9943",27,"fluid"
"9945",135,"fluorid"
"9946",27,"fluoride"
"9949",33,"flutter"
"9950",27,"fly"
"9951",38,"flybi"
"9952",35,"flybal"
"9953",73,"flyer"
"9957",93,"foam"
"9958",1089,"focu"
"9959",63,"focus"
"9962",238,"fog"
"9963",45,"foggi"
"9964",51,"foghat"
"9965",36,"foie"
"9966",69,"foil"
"9967",43,"foinish"
"9968",99,"fold"
"9969",28,"fold"
"9971",23,"fold"
"9974",21,"foliag"
"9976",24,"folio"
"9977",238,"folk"
"9979",120,"folk"
"9980",5357,"follow"
"9982",197,"follow"
"9983",247,"follow"
"9985",248,"follow"
"9986",87,"fond"
"9987",44,"fonder"
"9988",63,"fondl"
"9994",2265,"food"
"9995",49,"foodhaywir"
"9996",50,"foodbank"
"9997",56,"foodi"
"9998",35,"foodinsightorg"
"10002",21,"foodtrainers"
"10003",316,"fool"
"10004",46,"foolin"
"10005",41,"fool"
"10006",40,"foolish"
"10008",406,"foot"
"10009",42,"footag"
"10010",413,"footbal"
"10012",38,"footdeep"
"10013",31,"footprint"
"10014",44,"footstep"
"10016",83,"footwear"
"10017",56862,"for"
"10019",23,"forbear"
"10020",41,"forbid"
"10022",1406,"forc"
"10023",168,"forc"
"10024",246,"ford"
"10026",98,"forecast"
"10029",102,"foreclosur"
"10030",44,"forefront"
"10031",36,"foreground"
"10032",33,"forehead"
"10033",246,"foreign"
"10036",20,"foren"
"10037",27,"fores"
"10038",87,"foreseen"
"10039",28,"foreshadow"
"10040",263,"forest"
"10042",326,"forev"
"10043",322,"forev"
"10044",51,"forg"
"10047",692,"forget"
"10049",148,"forgiv"
"10052",319,"forgot"
"10053",146,"forgotten"
"10054",40,"forhead"
"10056",28,"forlorn"
"10057",731,"form"
"10058",188,"formal"
"10059",25,"formal"
"10060",148,"format"
"10062",28,"format"
"10063",1028,"former"
"10064",73,"formid"
"10066",21,"form"
"10068",59,"formula"
"10069",69,"fornari"
"10072",38,"forsal"
"10073",32,"forsan"
"10074",28,"forseeabl"
"10076",27,"forsyth"
"10077",110,"fort"
"10078",45,"fortel"
"10079",62,"fortenberri"
"10080",22,"forth"
"10081",59,"forthcom"
"10082",23,"forthwith"
"10083",42,"fortif"
"10086",195,"fortun"
"10090",78,"forum"
"10091",1446,"forward"
"10092",30,"forward"
"10093",29,"fossil"
"10094",187,"foster"
"10095",76,"fought"
"10096",210,"foul"
"10098",2062,"found"
"10099",215,"foundat"
"10100",43,"foundat"
"10101",31,"foundat"
"10102",178,"founder"
"10103",62,"founder"
"10104",24,"fountain"
"10105",1606,"four"
"10106",24,"fourcolor"
"10108",36,"fourcour"
"10109",45,"fourcylind"
"10111",67,"fourgam"
"10112",36,"fourhit"
"10116",68,"foursquar"
"10117",28,"fourteen"
"10118",34,"fourteenth"
"10119",260,"fourth"
"10123",31,"fourthplac"
"10126",38,"fouryear"
"10128",311,"fox"
"10129",26,"foxwood"
"10131",31,"frack"
"10134",141,"fractur"
"10136",32,"fragil"
"10137",26,"fragil"
"10140",42,"fragranc"
"10141",64,"fragrant"
"10144",248,"frame"
"10146",26,"framework"
"10148",286,"franc"
"10149",53,"franc"
"10150",44,"franceif"
"10151",142,"franchi"
"10152",48,"franchis"
"10153",35,"franci"
"10156",362,"francisco"
"10158",235,"frank"
"10160",21,"franki"
"10161",90,"franklin"
"10162",37,"frankli"
"10166",124,"franzen"
"10167",34,"franziskan"
"10169",43,"fraud"
"10170",22,"fraught"
"10171",39,"frai"
"10172",116,"freak"
"10173",44,"freak"
"10174",23,"freakin"
"10176",25,"fred"
"10177",56,"freddi"
"10178",37,"fredericksburg"
"10179",52,"fredonia"
"10180",2481,"free"
"10185",273,"freedom"
"10186",26,"freehold"
"10188",38,"freelanc"
"10190",104,"freeli"
"10192",46,"freestand"
"10193",44,"freestyl"
"10194",47,"freewai"
"10196",46,"freewai"
"10198",108,"freez"
"10199",41,"freezeout"
"10200",70,"freezer"
"10204",377,"french"
"10206",53,"frenchkiss"
"10207",32,"frenzi"
"10208",199,"frequent"
"10209",37,"frequent"
"10211",541,"fresh"
"10212",25,"freshtast"
"10214",44,"freshh"
"10215",30,"freshli"
"10216",155,"freshman"
"10217",31,"freshmen"
"10218",21,"fresh"
"10219",31,"fret"
"10220",341,"fri"
"10222",32,"friar"
"10226",1813,"fridai"
"10228",67,"fridai"
"10229",72,"fridg"
"10230",28,"fridg"
"10231",36,"fri"
"10234",23,"friedman"
"10236",3556,"friend"
"10237",37,"friend"
"10238",72,"friend"
"10242",20,"friendliest"
"10243",598,"friend"
"10244",58,"friendsfamili"
"10246",176,"friendship"
"10248",109,"fri"
"10249",60,"friggin"
"10250",65,"frighten"
"10253",50,"fring"
"10255",64,"frisb"
"10256",35,"friski"
"10259",35,"frizzi"
"10260",35,"frm"
"10261",68,"fro"
"10263",51,"frog"
"10264",43,"frog"
"10265",18372,"from"
"10266",25,"fromag"
"10267",31,"fromcomcast"
"10268",899,"front"
"10269",58,"frontend"
"10271",21,"front"
"10273",24,"frontbench"
"10274",25,"frontera"
"10275",26,"frontier"
"10276",31,"frontpag"
"10277",38,"frontrunn"
"10278",34,"front"
"10280",156,"frost"
"10281",31,"frost"
"10283",60,"frost"
"10285",68,"frown"
"10288",165,"frozen"
"10289",462,"fruit"
"10291",20,"fruition"
"10292",45,"fruitless"
"10293",413,"frustrat"
"10296",43,"frustrat"
"10298",43,"ftc"
"10299",27,"ftc"
"10300",41,"ftw"
"10303",1278,"fuck"
"10304",45,"fuck"
"10305",58,"fuckin"
"10306",40,"fuckington"
"10307",58,"fuckn"
"10309",20,"fudg"
"10310",102,"fuel"
"10311",28,"fueleffici"
"10312",24,"fuell"
"10313",29,"fuel"
"10314",61,"fugger"
"10316",224,"fulfil"
"10318",50,"fulfil"
"10320",21,"fulham"
"10321",1718,"full"
"10323",27,"fullfledg"
"10324",68,"fulltim"
"10328",226,"fulli"
"10329",21,"fullscal"
"10330",100,"fulltim"
"10332",50,"fumbl"
"10334",2034,"fun"
"10335",111,"function"
"10336",25,"function"
"10337",87,"function"
"10338",24,"functions"
"10339",442,"fund"
"10343",55,"fund"
"10344",289,"fundrai"
"10347",82,"funer"
"10350",873,"funni"
"10352",152,"funniest"
"10353",52,"funnist"
"10354",187,"funni"
"10355",32,"fur"
"10356",34,"furbal"
"10357",27,"furi"
"10359",49,"furlong"
"10360",42,"furlough"
"10361",32,"furnac"
"10362",33,"furnish"
"10363",121,"furnitur"
"10364",34,"furnitur"
"10366",565,"further"
"10367",65,"furthermor"
"10370",24,"fusion"
"10371",36,"fuss"
"10372",21,"futher"
"10373",24,"futil"
"10374",51,"futon"
"10375",609,"futur"
"10376",450,"futur"
"10378",38,"futurist"
"10379",33,"futurist"
"10380",33,"fuze"
"10381",26,"fuzz"
"10382",30,"fuzzi"
"10385",56,"fyi"
"10390",20,"gabriel"
"10393",38,"gaffer"
"10394",32,"gaffga"
"10395",43,"gag"
"10400",32,"gail"
"10401",35,"gaili"
"10403",449,"gain"
"10404",45,"gain"
"10406",46,"gal"
"10407",34,"gala"
"10408",31,"galactica"
"10412",34,"galifianaki"
"10416",143,"galleri"
"10418",62,"gallon"
"10420",26,"gallop"
"10422",20,"gallowai"
"10423",41,"galor"
"10424",31,"galpin"
"10427",21,"galvani"
"10431",95,"gambl"
"10432",5026,"game"
"10436",23,"gamecock"
"10437",33,"gameend"
"10439",589,"game"
"10440",25,"gamestop"
"10441",39,"gameth"
"10443",25,"game"
"10444",28,"gamini"
"10446",22,"ganach"
"10447",36,"ganach"
"10450",183,"gang"
"10451",27,"ganga"
"10453",74,"gangsta"
"10456",191,"gap"
"10457",61,"garag"
"10460",677,"garden"
"10462",21,"garden"
"10464",40,"gardner"
"10466",62,"garfield"
"10467",56,"gari"
"10468",24,"garland"
"10469",172,"garlic"
"10473",72,"garrett"
"10475",51,"gari"
"10476",209,"ga"
"10479",38,"gaslight"
"10481",85,"gasolin"
"10482",61,"gasolin"
"10483",30,"gasp"
"10484",28,"gassipp"
"10485",100,"gaston"
"10488",104,"gate"
"10490",35,"gatewai"
"10491",375,"gather"
"10492",32,"gato"
"10493",53,"gator"
"10494",36,"gator"
"10495",33,"gatto"
"10496",33,"gatwick"
"10497",32,"gaucho"
"10499",24,"gaug"
"10501",1081,"gave"
"10504",33,"gawk"
"10505",336,"gai"
"10507",33,"gayli"
"10508",60,"gaza"
"10509",76,"gaze"
"10512",40,"gddr5"
"10513",34,"gdp"
"10514",179,"gear"
"10515",33,"gear"
"10516",44,"geddi"
"10517",40,"geeee"
"10518",24,"geeeezu"
"10521",26,"geerthofsted"
"10522",63,"gee"
"10523",41,"gees"
"10526",65,"gel"
"10527",32,"gelatin"
"10528",22,"geld"
"10529",34,"geldof"
"10534",65,"gen"
"10536",98,"gender"
"10537",182,"gene"
"10539",264,"gener"
"10540",935,"gener"
"10542",31,"gener"
"10544",805,"generat"
"10545",142,"gener"
"10546",26,"gener"
"10547",82,"gener"
"10549",51,"genero"
"10550",69,"gener"
"10551",72,"genet"
"10552",41,"geni"
"10554",26,"genit"
"10555",87,"geniu"
"10557",141,"genr"
"10558",32,"genr"
"10560",47,"gentl"
"10561",182,"gentleman"
"10564",26,"genuin"
"10565",29,"genuin"
"10566",28,"genuin"
"10568",52,"geocod"
"10571",40,"geographi"
"10573",69,"geologist"
"10574",32,"geometr"
"10575",44,"geoposit"
"10577",304,"georg"
"10578",36,"georg"
"10579",23,"george"
"10582",167,"georgia"
"10588",61,"gerald"
"10589",44,"gerardo"
"10591",302,"german"
"10592",135,"germani"
"10593",86,"germani"
"10594",21,"germin"
"10595",24,"gerrardo"
"10599",35,"gestapo"
"10600",24,"gestur"
"10601",15342,"get"
"10602",37,"getfit"
"10603",23,"get"
"10605",72,"gettin"
"10606",70,"get"
"10607",23,"gettysburg"
"10611",37,"ghaat"
"10614",142,"ghost"
"10617",26,"giancarlo"
"10618",39,"giang"
"10620",28,"giannetti"
"10621",270,"giant"
"10622",150,"giant"
"10623",29,"giattino"
"10624",30,"gibb"
"10625",33,"gibbon"
"10629",53,"gibson"
"10630",47,"giddi"
"10631",844,"gift"
"10634",39,"gift"
"10636",149,"gig"
"10637",104,"gigabyt"
"10638",44,"gigabyt"
"10639",26,"gigant"
"10641",41,"gig"
"10642",46,"giirl"
"10643",48,"gila"
"10644",20,"gilad"
"10645",71,"gilbert"
"10646",23,"gilbi"
"10648",22,"gill"
"10650",40,"gilma"
"10651",23,"gilmor"
"10652",23,"gilmor"
"10653",97,"gimm"
"10654",45,"ginger"
"10655",89,"gingrich"
"10657",38,"ginorm"
"10659",42,"giorgia"
"10664",2350,"girl"
"10665",21,"girl"
"10666",41,"girl"
"10667",216,"girlfriend"
"10670",237,"girl"
"10672",34,"gislenu"
"10673",48,"gist"
"10674",60,"giuliani"
"10675",3952,"give"
"10677",194,"giveawai"
"10678",53,"giveawi"
"10679",1084,"given"
"10680",25,"giverni"
"10682",705,"glad"
"10684",32,"glam"
"10686",26,"glanc"
"10687",48,"glanton"
"10689",124,"glare"
"10691",243,"glass"
"10692",33,"glassto"
"10693",35,"glass"
"10694",64,"glasswar"
"10696",22,"glaze"
"10697",41,"glazedov"
"10700",73,"glen"
"10701",21,"glenda"
"10702",41,"glendal"
"10704",209,"glenn"
"10705",21,"glide"
"10706",21,"gliha"
"10708",139,"glimp"
"10710",47,"glisten"
"10711",87,"glitter"
"10713",25,"glitteri"
"10714",24,"glitz"
"10717",302,"global"
"10719",52,"globe"
"10721",56,"gloom"
"10722",118,"glori"
"10724",34,"gloria"
"10725",70,"gloriou"
"10726",43,"glori"
"10727",56,"gloss"
"10728",24,"glossi"
"10729",61,"glove"
"10730",34,"glover"
"10732",22,"glow"
"10733",28,"glu"
"10735",99,"glue"
"10736",39,"gluten"
"10737",49,"glutenfr"
"10738",33,"gmail"
"10739",44,"gmen"
"10742",24,"gnome"
"10743",23,"gnr"
"10744",57,"gnuterm"
"10745",48,"gnyana"
"10746",67,"gobetween"
"10748",25,"goto"
"10750",898,"goal"
"10751",81,"goali"
"10752",21,"goali"
"10753",22,"goalkeeper"
"10754",152,"goal"
"10755",36,"goalsagainst"
"10759",28,"gobbl"
"10761",22,"gobig"
"10763",1608,"god"
"10765",29,"god"
