"line","frequency","term","prediction"
"116596",24,"start","ldopa"
"116597",25,"start","last"
"116599",42,"start","lineup"
"116600",38,"start","live"
"116601",46,"start","look"
"116602",137,"start","make"
"116604",21,"start","massproduc"
"116607",34,"start","mondai"
"116608",44,"start","my"
"116610",119,"start","next"
"116611",69,"start","of"
"116612",109,"start","off"
"116613",77,"start","on"
"116614",21,"start","on"
"116621",50,"start","point"
"116622",34,"start","pressur"
"116623",41,"start","rain"
"116624",29,"start","recruit"
"116627",41,"start","right"
"116630",65,"start","sai"
"116631",42,"start","school"
"116634",26,"start","shoot"
"116635",80,"start","small"
"116638",38,"start","sneer"
"116640",31,"start","sour"
"116645",39,"start","that"
"116646",212,"start","the"
"116647",23,"start","there"
"116648",44,"start","think"
"116649",63,"start","thi"
"116650",24,"start","time"
"116651",554,"start","to"
"116653",24,"start","tri"
"116654",40,"start","us"
"116658",33,"start","wear"
"116659",54,"start","when"
"116662",273,"start","with"
"116663",174,"start","work"
"116664",65,"start","yell"
"116665",25,"start","your"
"116667",31,"start","it"
"116670",23,"starter","befor"
"116671",51,"starter","campu"
"116673",23,"starter","for"
"116676",44,"starter","it"
"116677",22,"startl","beauti"
"116679",29,"startl","in"
"116682",32,"startl","a"
"116683",38,"start","i"
"116685",59,"start","might"
"116686",36,"startup","tax"
"116688",20,"starv","himself"
"116689",34,"starv","i"
"116690",38,"stash","and"
"116694",43,"stash","thei"
"116696",21,"stash","with"
"116701",39,"state","65"
"116702",40,"state",""
"116703",38,"state",""
"116708",30,"state","activist"
"116709",48,"state","actual"
"116711",131,"state","and"
"116715",31,"state","arkansa"
"116717",65,"state","attornei"
"116718",88,"state","becau"
"116719",46,"state","board"
"116720",54,"state","budget"
"116721",23,"state","but"
"116722",20,"state","can"
"116726",31,"state","capit"
"116727",34,"state","casei"
"116731",20,"state","chang"
"116733",48,"state","constitut"
"116740",20,"state","director"
"116746",32,"state","elect"
"116747",32,"state","electr"
"116748",30,"state","experti"
"116749",25,"state","explicit"
"116750",20,"state","fair"
"116754",51,"state","for"
"116757",24,"state","fund"
"116758",37,"state","govern"
"116759",25,"state","guard"
"116761",23,"state","ha"
"116764",31,"state","highwai"
"116765",24,"state","hillari"
"116770",134,"state","in"
"116772",41,"state","i"
"116773",75,"state","it"
"116774",31,"state","kansa"
"116776",28,"state","legisl"
"116777",91,"state","legislatur"
"116778",39,"state","legislatur"
"116780",30,"state","line"
"116781",40,"state","loan"
"116786",31,"state","michigan"
"116787",31,"state","nebraska"
"116788",171,"state","of"
"116789",43,"state","offer"
"116791",53,"state","offici"
"116793",21,"state","on"
"116794",46,"state","oregon"
"116796",58,"state","park"
"116799",52,"state","polic"
"116800",24,"state","policemen"
"116804",41,"state","regul"
"116805",30,"state","remain"
"116806",49,"state","rep"
"116807",37,"state","resid"
"116808",28,"state","revenu"
"116810",47,"state","school"
"116814",42,"state","senat"
"116815",31,"state","sent"
"116819",37,"state","sonora"
"116822",41,"state","standard"
"116824",44,"state","suprem"
"116825",42,"state","swim"
"116827",36,"state","tax"
"116829",134,"state","that"
"116831",48,"state","then"
"116834",81,"state","to"
"116836",20,"state","transit"
"116838",44,"state","trooper"
"116841",62,"state","univ"
"116843",25,"state","up"
"116846",39,"state","why"
"116847",54,"state","will"
"116849",42,"state","won"
"116853",29,"state","ye"
"116854",43,"statebyst","comparison"
"116857",42,"statement","about"
"116858",29,"statement","against"
"116859",69,"statement","and"
"116860",24,"statement","from"
"116861",32,"statement","hbo"
"116865",41,"statement","it"
"116867",29,"statement","mondai"
"116868",45,"statement","of"
"116870",25,"statement","relea"
"116871",43,"statement","sai"
"116872",38,"statement","that"
"116873",23,"statement","the"
"116876",32,"statement","yesterdai"
"116878",28,"staten","island"
"116880",22,"state","accord"
"116881",35,"state","brazil"
"116882",41,"state","five"
"116883",27,"state","he"
"116884",23,"state","involv"
"116886",42,"state","she"
"116887",55,"state","the"
"116888",24,"state","togeth"
"116893",33,"statewid","poll"
"116894",31,"statewid","program"
"116902",41,"station","i"
"116903",37,"station","in"
"116906",22,"station","onli"
"116907",51,"station","set"
"116908",33,"station","tape"
"116909",24,"station","that"
"116914",20,"station","where"
"116915",25,"statist","for"
"116916",60,"statist","just"
"116920",27,"statist","did"
"116921",27,"statist","the"
"116922",24,"stat","jeff"
"116928",23,"statuett","guitarist"
"116929",26,"statu","becau"
"116935",39,"statu","quo"
"116940",22,"statut","that"
"116942",36,"statutori","formula"
"116943",49,"staunton","david"
"116944",23,"stausbol","said"
"116946",43,"stai","and"
"116947",27,"stai","anywh"
"116948",197,"stai","at"
"116949",31,"stai","awai"
"116950",35,"stai","becau"
"116952",65,"stai","classi"
"116957",26,"stai","current"
"116960",63,"stai","focus"
"116962",25,"stai","gold"
"116963",30,"stai","healthi"
"116965",203,"stai","in"
"116967",40,"stai","make"
"116968",38,"stai","mind"
"116971",33,"stai","on"
"116972",82,"stai","one"
"116974",22,"stai","out"
"116975",42,"stai","over"
"116978",39,"stai","relat"
"116979",42,"stai","safe"
"116981",74,"stai","that"
"116982",30,"stai","the"
"116983",71,"stai","there"
"116984",25,"stai","through"
"116987",125,"stai","tune"
"116988",62,"stai","tune"
"116989",53,"stai","up"
"116990",22,"stai","veri"
"116995",72,"stai","with"
"116998",33,"stazon","timber"
"117000",39,"steadi","hi"
"117001",29,"steadi","hour"
"117002",39,"steadi","journei"
"117004",24,"steadili","get"
"117006",35,"steadili","and"
"117014",33,"steak","with"
"117016",39,"steal","in"
"117017",64,"steal","it"
"117018",42,"steal","my"
"117019",34,"steal","pur"
"117020",38,"steal","race"
"117021",39,"steal","the"
"117024",53,"steal","girl"
"117025",40,"steal","block"
"117026",28,"stealth","technologi"
"117030",34,"steam","broccoli"
"117033",61,"steam","express"
"117036",27,"steam","rice"
"117048",36,"steel","i"
"117051",28,"steel","tabl"
"117052",37,"steelcas","detroit"
"117053",40,"steeler","fan"
"117054",41,"steeler","kick"
"117056",23,"steep","ascent"
"117057",23,"steep","price"
"117058",31,"steepl","and"
"117061",23,"steer","wheel"
"117062",29,"stefan","liv"
"117064",59,"stegman","25"
"117067",36,"steinwai","ar"
"117068",21,"stella","had"
"117072",32,"stellar","homegrown"
"117074",74,"stem","from"
"117075",39,"stem","glasswar"
"117077",77,"stemwar","ladi"
"117081",47,"step","a"
"117083",22,"step","awai"
"117085",75,"step","befor"
"117087",75,"step","closer"
"117089",21,"step","down"
"117092",117,"step","in"
"117095",24,"step","need"
"117096",111,"step","of"
"117097",89,"step","on"
"117098",29,"step","out"
"117099",37,"step","outsid"
"117100",31,"step","per"
"117102",23,"step","so"
"117104",73,"step","stone"
"117108",20,"step","thursdai"
"117109",86,"step","to"
"117110",29,"step","toward"
"117111",173,"step","up"
"117114",28,"stepgrandchildren","and"
"117116",27,"stephani","rice"
"117121",23,"stephen","determin"
"117123",23,"stephen","i"
"117124",34,"stephen","jone"
"117125",29,"stephen","king"
"117128",39,"stephen","malpezzi"
"117130",43,"stephen","tignor"
"117131",23,"stephon","gilmor"
"117133",48,"stepmoth","had"
"117134",27,"stepmoth","betsi"
"117141",20,"stereotyp","behavior"
"117144",24,"steril","and"
"117150",46,"stern","portrait"
"117152",42,"stern","test"
"117153",29,"stern","told"
"117154",31,"steroid","abu"
"117159",32,"steve","brown"
"117162",40,"steve","d"
"117163",23,"steve","derebei"
"117166",70,"steve","job"
"117167",55,"steve","job"
"117168",22,"steve","letart"
"117169",32,"steve","lynch"
"117170",40,"steve","martin"
"117173",39,"steve","novick"
"117178",41,"steve","stuf"
"117181",23,"steven","adler"
"117183",20,"steven","spielberg"
"117186",26,"steven","westerfeld"
"117191",24,"stevik","or"
"117193",31,"steward","and"
"117196",28,"steward","of"
"117197",33,"stewart","and"
"117198",36,"stewart","class"
"117200",49,"stewart","major"
"117204",36,"stick","and"
"117207",35,"stick","blade"
"117210",56,"stick","or"
"117211",24,"stick","pin"
"117212",25,"stick","point"
"117214",36,"stick","the"
"117215",204,"stick","to"
"117216",25,"stick","up"
"117223",41,"sticki","with"
"117224",33,"stick","and"
"117230",21,"stigma","attach"
"117231",61,"stil","amaz"
"117233",63,"still","coolkid"
"117234",77,"still","win"
"117235",47,"still","31"
"117236",192,"still","a"
"117238",24,"still","abus"
"117242",46,"still","aliv"
"117247",23,"still","around"
"117251",151,"still","be"
"117258",82,"still","cant"
"117265",67,"still","do"
"117267",49,"still","dont"
"117268",43,"still","fall"
"117269",27,"still","far"
"117276",38,"still","follow"
"117277",39,"still","forev"
"117278",35,"still","forg"
"117280",31,"still","gather"
"117281",65,"still","get"
"117282",86,"still","go"
"117283",25,"still","got"
"117284",55,"still","had"
"117286",64,"still","hard"
"117287",52,"still","ha"
"117289",208,"still","have"
"117291",22,"still","he"
"117292",32,"still","heavili"
"117293",25,"still","here"
"117294",72,"still","hold"
"117295",39,"still","hope"
"117296",23,"still","hunt"
"117298",69,"still","i"
"117300",136,"still","in"
"117302",135,"still","i"
"117303",123,"still","it"
"117306",31,"still","kent"
"117313",53,"still","like"
"117315",30,"still","listen"
"117321",60,"still","make"
"117325",39,"still","need"
"117327",39,"still","nervewrack"
"117328",45,"still","new"
"117330",30,"still","not"
"117333",170,"still","on"
"117336",23,"still","own"
"117337",33,"still","photo"
"117340",86,"still","plenti"
"117341",35,"still","possibl"
"117344",34,"still","recal"
"117346",42,"still","respect"
"117347",51,"still","ring"
"117352",43,"still","search"
"117353",27,"still","sick"
"117354",30,"still","sing"
"117359",30,"still","struggl"
"117364",39,"still","target"
"117366",157,"still","the"
"117367",40,"still","their"
"117369",44,"still","think"
"117372",77,"still","to"
"117375",24,"still","travel"
"117377",122,"still","tri"
"117378",36,"still","underserv"
"117379",64,"still","us"
"117380",67,"still","veri"
"117381",35,"still","want"
"117382",74,"still","weird"
"117384",20,"still","wish"
"117385",23,"still","work"
"117387",59,"still","write"
"117388",29,"still","your"
"117390",26,"stillact","filmmak"
"117391",30,"stillform","field"
"117396",34,"sting","of"
"117397",27,"sting","oper"
"117400",30,"stingrai","bella"
"117401",30,"stingrai","defend"
"117402",30,"stingrai","from"
"117403",30,"stingrai","tie"
"117404",30,"stingrai","who"
"117406",44,"stink","out"
"117407",32,"stink","and"
"117411",36,"stink","i"
"117412",36,"stink","thi"
"117415",47,"stint","with"
"117418",29,"stir","crazi"
"117419",28,"stir","fri"
"117420",115,"stir","in"
"117421",26,"stir","into"
"117422",36,"stir","often"
"117424",31,"stir","until"
"117426",34,"stir","within"
"117428",23,"stitch","and"
"117431",23,"stitch","my"
"117433",25,"stock","and"
"117443",40,"stock","to"
"117446",49,"stock","up"
"117448",42,"stock","and"
"117451",37,"stockswap","deal"
"117452",29,"stoic","silenc"
"117456",31,"stoke","newington"
"117457",39,"stoke","that"
"117458",97,"stoke","to"
"117459",31,"stoke","too"
"117460",38,"stoke","will"
"117462",35,"stole","a"
"117467",129,"stolen","from"
"117468",26,"stolen","good"
"117469",36,"stolen","i"
"117473",32,"stomach","we"
"117476",30,"stone","cooltid"
"117479",63,"stone","for"
"117487",57,"stoner","to"
"117488",43,"stone","i"
"117489",33,"stone","will"
"117490",24,"stood","and"
"117491",33,"stood","at"
"117492",35,"stood","by"
"117496",36,"stood","out"
"117501",38,"stoop","said"
"117507",34,"stop","and"
"117508",49,"stop","a"
"117509",62,"stop","at"
"117510",21,"stop","bawl"
"117512",22,"stop","beat"
"117515",26,"stop","breath"
"117516",243,"stop","by"
"117519",42,"stop","drink"
"117522",39,"stop","feel"
"117524",34,"stop","go"
"117526",29,"stop","hear"
"117527",83,"stop","hide"
"117529",49,"stop","ignor"
"117530",163,"stop","in"
"117531",35,"stop","i"
"117532",91,"stop","it"
"117535",43,"stop","let"
"117536",22,"stop","look"
"117538",26,"stop","me"
"117539",26,"stop","mock"
"117543",47,"stop","on"
"117544",35,"stop","onc"
"117546",39,"stop","or"
"117547",39,"stop","over"
"117549",42,"stop","procrastin"
"117550",21,"stop","read"
"117551",33,"stop","right"
"117557",117,"stop","the"
"117558",32,"stop","there"
"117559",36,"stop","thi"
"117562",51,"stop","tri"
"117567",39,"stop","wa"
"117568",32,"stop","what"
"117569",23,"stop","whine"
"117570",32,"stop","write"
"117571",33,"stop","yesterdai"
"117576",26,"stop","turn"
"117578",44,"storag","capabl"
"117579",30,"storag","for"
"117580",39,"storag","in"
"117582",22,"storag","pouch"
"117583",30,"storag","will"
"117584",33,"store","a"
"117585",28,"store","after"
"117586",103,"store","and"
"117588",63,"store","brand"
"117589",48,"store","cal"
"117590",114,"store","call"
"117593",57,"store","cv"
"117596",51,"store","fanboi"
"117597",39,"store","for"
"117598",93,"store","i"
"117599",62,"store","in"
"117600",26,"store","inc"
"117602",33,"store","it"
"117604",29,"store","manag"
"117605",49,"store","near"
"117606",36,"store","on"
"117607",30,"store","polyurethan"
"117608",32,"store","queue"
"117609",87,"store","sell"
"117611",55,"store","the"
"117615",45,"store","with"
"117617",26,"store","your"
"117618",35,"storefront","on"
"117624",43,"stori","about"
"117625",45,"stori","accompani"
"117628",61,"stori","and"
"117630",27,"stori","around"
"117634",43,"stori","between"
"117637",48,"stori","center"
"117638",28,"stori","collect"
"117640",33,"stori","could"
"117641",25,"stori","dai"
"117644",40,"stori","ever"
"117645",53,"stori","for"
"117646",58,"stori","from"
"117649",34,"stori","if"
"117650",30,"stori","involv"
"117652",55,"stori","i"
"117653",26,"stori","it"
"117656",46,"stori","might"
"117657",31,"stori","move"
"117658",33,"stori","my"
"117659",244,"stori","of"
"117661",33,"stori","realli"
"117663",35,"stori","relev"
"117665",23,"stori","session"
"117668",34,"stori","start"
"117669",41,"stori","tell"
"117670",116,"stori","that"
"117671",68,"stori","the"
"117675",28,"stori","unwind"
"117676",49,"stori","wa"
"117677",28,"stori","we"
"117679",40,"stori","will"
"117680",60,"stori","with"
"117683",29,"stori","i"
"117684",28,"stori","it"
"117688",28,"stori","thei"
"117689",28,"stori","warn"
"117692",25,"storm","a"
"117696",24,"storm","or"
"117698",27,"storm","tharp"
"117699",27,"storm","that"
"117701",35,"storm","wa"
"117707",23,"stori","all"
"117708",49,"stori","audrei"
"117711",98,"stori","i"
"117712",38,"stori","if"
"117714",27,"stori","involv"
"117715",46,"stori","it"
"117716",71,"stori","lanc"
"117717",23,"stori","look"
"117718",24,"stori","mr"
"117719",38,"stori","not"
"117723",43,"stori","tv"
"117724",44,"story","hollywood"
"117726",33,"storylin","of"
"117730",42,"stoudemir","went"
"117732",33,"stoudemir","what"
"117735",31,"stovepip","hat"
"117736",53,"str8likedat","fasho"
"117739",35,"straight","against"
"117741",34,"straight","at"
"117742",35,"straight","awai"
"117744",32,"straight","game"
"117745",22,"straight","into"
"117748",75,"straight","month"
"117752",35,"straight","openingnight"
"117753",31,"straight","or"
"117754",33,"straight","out"
"117756",21,"straight","titl"
"117760",25,"straightawai","and"
"117765",31,"straightlin","speed"
"117768",38,"strain","for"
"117769",22,"strain","galor"
"117774",24,"strain","respon"
"117775",28,"strain","that"
"117777",39,"strait","it"
"117778",51,"strakhov","i"
"117782",29,"strang","come"
"117783",24,"strang","enough"
"117784",32,"strang","event"
"117789",44,"strang","look"
"117790",20,"strang","messag"
"117792",28,"strang","that"
"117793",44,"strang","thing"
"117795",29,"strang","woman"
"117796",24,"strang","my"
"117798",24,"stranger","newspap"
"117799",35,"stranger","now"
"117806",38,"strap","and"
"117807",54,"strap","which"
"117808",33,"strasbourg","cathedr"
"117810",21,"strateg","challeng"
"117813",52,"strategi","and"
"117814",20,"strategi","a"
"117817",35,"strategi","i"
"117818",35,"strategi","i"
"117820",33,"strategi","or"
"117823",35,"strategi","to"
"117826",33,"strategi","onlin"
"117827",22,"stratton","titl"
"117828",27,"strausskahn","conspiraci"
"117829",43,"straw","bed"
"117833",21,"strawbal","garden"
"117835",70,"strawberri","lemonad"
"117837",46,"strawgrasp","becom"
"117838",38,"streak","at"
"117839",41,"streak","continu"
"117840",46,"streak","down"
"117841",23,"streak","for"
"117842",86,"streak","in"
"117845",36,"streak","to"
"117846",41,"streakiest","team"
"117849",68,"stream","of"
"117850",44,"stream","on"
"117853",36,"stream","with"
"117854",36,"streamer","drop"
"117855",38,"streamlin","some"
"117860",24,"street","3144461801"
"117861",27,"street","after"
"117863",91,"street","and"
"117864",33,"street","ar"
"117866",106,"street","band"
"117867",44,"street","befor"
"117872",26,"street","cover"
"117879",107,"street","in"
"117883",35,"street","it"
"117884",89,"street","journal"
"117888",31,"street","london"
"117892",37,"street","of"
